sex,age_cat,race,score
Female,Greater than 45,African-American,0.9078933526447648
Male,25 - 45,Caucasian,0.9078933448162446
Male,25 - 45,Other,0.9078933393403399
Female,25 - 45,Caucasian,0.9078933351783531
Female,Greater than 45,Hispanic,0.9078933226382466
Male,Greater than 45,Other,0.907893322011183
Male,Greater than 45,Caucasian,0.9078933211170369
Male,Greater than 45,Caucasian,0.9078933042749735
Male,Greater than 45,Caucasian,0.9078932894985797
Female,25 - 45,Other,0.9078932685045457
Male,Greater than 45,Other,0.9078932650487165
Male,Greater than 45,Caucasian,0.9078932504201261
Female,Greater than 45,African-American,0.9078932019287281
Female,Greater than 45,Hispanic,0.9078931899083265
Male,Greater than 45,Caucasian,0.9078931737390487
Male,Greater than 45,Caucasian,0.9078931638272018
Male,25 - 45,Hispanic,0.9078931248939291
Male,Greater than 45,Other,0.9078931050881102
Male,Greater than 45,Caucasian,0.9078930595142278
Female,25 - 45,Caucasian,0.9078930427394002
Female,Greater than 45,Other,0.9078930112609601
Female,Greater than 45,Caucasian,0.9078929829986708
Male,Greater than 45,Caucasian,0.907892978394494
Male,Greater than 45,Caucasian,0.9078929621786158
Female,25 - 45,Caucasian,0.9078929150699158
Male,Greater than 45,Other,0.9078929121382897
Male,25 - 45,Hispanic,0.9078929032215199
Female,Greater than 45,Other,0.9078928736519213
Male,25 - 45,Other,0.9078928561932628
Male,Greater than 45,Caucasian,0.9078927553128158
Female,Greater than 45,Caucasian,0.9078927176041097
Male,Greater than 45,Caucasian,0.9078926705851654
Female,25 - 45,Other,0.9078926704309397
Male,Greater than 45,Caucasian,0.9078926702491582
Male,Greater than 45,Caucasian,0.9078926535511816
Female,Greater than 45,Caucasian,0.9078926429923184
Male,Greater than 45,Caucasian,0.9078925638962367
Male,Greater than 45,Caucasian,0.9078924643416814
Male,Greater than 45,Other,0.9078924351769035
Female,Greater than 45,Hispanic,0.9078923826265219
Female,25 - 45,African-American,0.9078922987515768
Male,Greater than 45,Caucasian,0.9078922496255615
Male,Greater than 45,Other,0.9078918474993407
Male,25 - 45,Other,0.9013184762595936
Male,Greater than 45,African-American,0.9013182641477232
Female,Greater than 45,Caucasian,0.9013182407236385
Male,25 - 45,Caucasian,0.9013182071448296
Male,Greater than 45,Caucasian,0.9013181742407534
Male,Greater than 45,Other,0.9013180715185289
Male,Greater than 45,Caucasian,0.9013179954627275
Male,Greater than 45,Caucasian,0.9013179923238929
Male,Greater than 45,Caucasian,0.9013176863963857
Male,Greater than 45,African-American,0.9013176450298919
Male,Greater than 45,Caucasian,0.9013176071462408
Female,Greater than 45,African-American,0.901317573570953
Female,25 - 45,Caucasian,0.9013173757513852
Male,25 - 45,Other,0.9013173662087549
Female,25 - 45,African-American,0.9013173372287834
Male,Greater than 45,Hispanic,0.9013173162667333
Female,25 - 45,Caucasian,0.9013172774695438
Male,Greater than 45,Caucasian,0.9013172673586477
Male,Greater than 45,Caucasian,0.9013172634140545
Female,25 - 45,African-American,0.901317240179493
Male,Greater than 45,Caucasian,0.9013172227584079
Female,25 - 45,African-American,0.9013171866772459
Male,Greater than 45,African-American,0.9013171638860032
Male,Greater than 45,African-American,0.90131716280914
Male,Greater than 45,Caucasian,0.9013171548748381
Male,Greater than 45,Hispanic,0.9013171182843772
Male,Greater than 45,Caucasian,0.9013170978275289
Male,25 - 45,Other,0.9013170560891204
Female,Greater than 45,Caucasian,0.9013170457758651
Female,Greater than 45,Caucasian,0.9013170350754446
Female,25 - 45,Other,0.9013170248335008
Male,Greater than 45,African-American,0.901316981961847
Male,25 - 45,African-American,0.9013169705628397
Male,Greater than 45,African-American,0.9013169534485355
Male,25 - 45,Caucasian,0.9013169145617986
Male,25 - 45,Caucasian,0.9013169038455863
Male,25 - 45,African-American,0.9013169008019978
Female,Greater than 45,Caucasian,0.9013168926460448
Female,Greater than 45,African-American,0.9013168692727124
Male,Greater than 45,Other,0.9013168509077585
Female,Greater than 45,Caucasian,0.9013168388912545
Male,Greater than 45,Caucasian,0.9013168298132272
Male,Greater than 45,Caucasian,0.9013168243916132
Female,Greater than 45,Other,0.9013168169085134
Male,Greater than 45,African-American,0.9013168126465578
Male,Greater than 45,Caucasian,0.9013168002455649
Female,25 - 45,African-American,0.9013167939974353
Male,25 - 45,Other,0.9013167898576813
Female,Greater than 45,African-American,0.9013167850797198
Male,Greater than 45,Caucasian,0.901316769473713
Male,25 - 45,Caucasian,0.9013167689219211
Male,Greater than 45,Hispanic,0.9013167659498987
Male,Greater than 45,Caucasian,0.9013167513437328
Male,25 - 45,Hispanic,0.9013167368166536
Male,Greater than 45,African-American,0.901316717244415
Male,Greater than 45,Caucasian,0.9013166869690221
Male,Greater than 45,African-American,0.9013166614585739
Male,Greater than 45,Caucasian,0.9013166397175724
Male,Greater than 45,Caucasian,0.9013166212397946
Male,Greater than 45,Caucasian,0.9013166118915307
Male,25 - 45,Caucasian,0.9013166024406795
Female,25 - 45,Asian,0.9013165912400943
Male,25 - 45,Hispanic,0.9013165887033046
Female,25 - 45,African-American,0.9013165710247686
Male,Greater than 45,Asian,0.9013165365419932
Male,25 - 45,Caucasian,0.9013165295857941
Male,25 - 45,African-American,0.9013165058137097
Male,25 - 45,Caucasian,0.9013164989252643
Male,Greater than 45,Caucasian,0.9013164874139203
Male,Greater than 45,Caucasian,0.9013164844100938
Male,25 - 45,Caucasian,0.9013164658237086
Male,Greater than 45,Caucasian,0.9013164630588922
Male,Greater than 45,African-American,0.9013164628325395
Male,Greater than 45,African-American,0.9013164314067695
Male,25 - 45,Caucasian,0.9013164201858316
Male,25 - 45,Hispanic,0.9013164168479839
Male,Greater than 45,Caucasian,0.9013164165813531
Male,25 - 45,Hispanic,0.9013164163786997
Male,Greater than 45,Caucasian,0.9013163945892334
Male,Greater than 45,Caucasian,0.9013163934196463
Male,Greater than 45,Caucasian,0.9013163889870803
Male,25 - 45,Hispanic,0.9013163768846945
Male,25 - 45,Caucasian,0.9013163667524356
Male,Greater than 45,Hispanic,0.9013163394924485
Male,Greater than 45,Hispanic,0.9013163320139616
Male,25 - 45,Caucasian,0.9013163257202441
Male,Greater than 45,Caucasian,0.9013163226576151
Male,Greater than 45,Caucasian,0.9013163110607
Male,Greater than 45,Caucasian,0.90131629433673
Male,Greater than 45,Other,0.9013162707473652
Male,25 - 45,African-American,0.9013162592099228
Male,Greater than 45,Hispanic,0.9013162439173522
Male,Greater than 45,African-American,0.901316241898088
Male,25 - 45,Hispanic,0.9013162294406165
Male,25 - 45,Other,0.9013162107496785
Male,25 - 45,African-American,0.9013162089640726
Male,Greater than 45,Caucasian,0.9013162023331782
Female,Greater than 45,Caucasian,0.9013161611725291
Male,25 - 45,Caucasian,0.9013161232154092
Male,Greater than 45,Caucasian,0.901316107427653
Male,25 - 45,Hispanic,0.901316099410553
Male,25 - 45,Other,0.9013160936481003
Male,25 - 45,Caucasian,0.9013160931338211
Male,25 - 45,African-American,0.9013160856799306
Male,Greater than 45,Caucasian,0.9013160819356582
Male,25 - 45,African-American,0.9013160792201592
Male,Greater than 45,Caucasian,0.9013160663682881
Male,Greater than 45,Caucasian,0.9013160627585454
Male,25 - 45,Caucasian,0.9013160540094843
Female,Greater than 45,African-American,0.9013160450901577
Male,Greater than 45,Other,0.9013160429140405
Female,25 - 45,Caucasian,0.9013160370494169
Male,Greater than 45,African-American,0.9013160118167757
Male,Greater than 45,African-American,0.9013159901968546
Male,Greater than 45,Caucasian,0.901315957263026
Female,Greater than 45,Caucasian,0.9013159565272612
Male,Greater than 45,Hispanic,0.9013159555041762
Female,25 - 45,Caucasian,0.9013159202404765
Male,Greater than 45,Hispanic,0.9013159099077086
Female,25 - 45,African-American,0.9013158890945479
Male,Greater than 45,Hispanic,0.901315886027793
Male,25 - 45,Caucasian,0.9013158846499871
Male,25 - 45,Asian,0.9013158816238991
Male,Greater than 45,Caucasian,0.9013158757984565
Male,25 - 45,Caucasian,0.9013158616338383
Male,Greater than 45,Caucasian,0.9013158499211624
Male,25 - 45,Caucasian,0.9013158420505921
Male,Greater than 45,Caucasian,0.9013158202923592
Male,Greater than 45,African-American,0.9013158195023854
Male,Greater than 45,Caucasian,0.9013158072275089
Male,Greater than 45,Hispanic,0.9013158053842043
Male,Greater than 45,African-American,0.9013157997291047
Male,25 - 45,Caucasian,0.9013157925963567
Male,25 - 45,African-American,0.9013157851941956
Male,Greater than 45,Caucasian,0.9013157564651336
Male,Greater than 45,Hispanic,0.9013157525834701
Male,Greater than 45,African-American,0.9013157464307948
Female,Greater than 45,Caucasian,0.9013157342734801
Female,Greater than 45,African-American,0.901315732593176
Male,Greater than 45,Caucasian,0.9013156944897011
Male,Greater than 45,Caucasian,0.9013156702507104
Female,Greater than 45,African-American,0.9013156529097438
Male,25 - 45,Caucasian,0.9013156508689432
Male,25 - 45,Caucasian,0.9013156506649829
Female,Greater than 45,Caucasian,0.9013156496144348
Male,Greater than 45,Caucasian,0.901315642545047
Female,Greater than 45,African-American,0.9013156326692796
Male,25 - 45,African-American,0.9013156322507485
Male,Greater than 45,African-American,0.9013156156676159
Male,25 - 45,Caucasian,0.901315594755743
Male,25 - 45,Hispanic,0.9013155942697488
Male,Greater than 45,African-American,0.9013155854825066
Male,25 - 45,Other,0.9013155780950403
Male,Greater than 45,African-American,0.9013155445548098
Female,Greater than 45,African-American,0.9013155239776766
Female,Greater than 45,Caucasian,0.901315521453344
Male,Greater than 45,Hispanic,0.9013155142006509
Female,Greater than 45,Caucasian,0.9013155109363878
Male,Greater than 45,Caucasian,0.9013155100823769
Male,25 - 45,Hispanic,0.9013155055622449
Male,Greater than 45,Other,0.9013154879299266
Male,Greater than 45,Asian,0.9013154679565654
Female,25 - 45,Caucasian,0.9013154673411301
Male,25 - 45,Hispanic,0.9013154642082181
Male,Greater than 45,Hispanic,0.9013154554437912
Male,Greater than 45,Other,0.9013154467416395
Male,Greater than 45,Hispanic,0.9013154367046659
Male,Greater than 45,Caucasian,0.9013154265666301
Male,25 - 45,Other,0.9013154163558349
Male,25 - 45,Caucasian,0.9013153871394725
Female,Greater than 45,Caucasian,0.9013153597477697
Female,Greater than 45,African-American,0.9013153565171732
Male,Greater than 45,Hispanic,0.9013153385873576
Female,Greater than 45,Caucasian,0.9013152804401179
Male,Greater than 45,Hispanic,0.9013152740046666
Female,Greater than 45,Caucasian,0.9013152481990264
Male,Greater than 45,Caucasian,0.9013152474618915
Female,Greater than 45,African-American,0.901315247193298
Female,25 - 45,African-American,0.9013152414001302
Male,Greater than 45,Caucasian,0.901315238151132
Male,25 - 45,African-American,0.9013152365686711
Female,Greater than 45,Caucasian,0.9013152352832636
Female,25 - 45,Caucasian,0.9013152291909179
Male,Greater than 45,Caucasian,0.9013152135803326
Male,Greater than 45,Hispanic,0.9013151758421988
Male,Greater than 45,Caucasian,0.9013151728530819
Male,Greater than 45,African-American,0.9013151721982069
Male,25 - 45,Caucasian,0.9013151665059467
Male,Greater than 45,Caucasian,0.901315154996549
Male,25 - 45,African-American,0.9013151260209906
Male,25 - 45,Other,0.9013151204342627
Female,25 - 45,African-American,0.9013151121276286
Male,Greater than 45,Caucasian,0.901315088528502
Male,Greater than 45,Caucasian,0.9013150827857186
Female,25 - 45,African-American,0.9013150658203596
Male,25 - 45,Caucasian,0.9013150467451827
Male,Greater than 45,African-American,0.9013150367987912
Male,25 - 45,Caucasian,0.9013150338521366
Male,Greater than 45,Caucasian,0.9013150265136268
Male,Greater than 45,Caucasian,0.9013150140356302
Male,Greater than 45,Other,0.9013149923116828
Male,Greater than 45,Caucasian,0.9013149917492495
Female,Greater than 45,Other,0.9013149868399751
Male,Greater than 45,Caucasian,0.9013149577810644
Male,25 - 45,Caucasian,0.9013149062610883
Male,Greater than 45,Caucasian,0.9013148982578713
Male,25 - 45,Caucasian,0.9013148833948275
Male,Greater than 45,Hispanic,0.9013148698036797
Male,25 - 45,Caucasian,0.901314868465415
Female,Greater than 45,Caucasian,0.9013148624988193
Female,Greater than 45,Caucasian,0.9013148468781119
Female,Greater than 45,Caucasian,0.9013148345833135
Male,Greater than 45,Caucasian,0.901314827549977
Male,25 - 45,African-American,0.9013148272043396
Male,25 - 45,Hispanic,0.9013148260157817
Male,Greater than 45,Caucasian,0.9013147740401541
Male,Greater than 45,Caucasian,0.901314747554447
Female,Greater than 45,Caucasian,0.9013147340423692
Male,25 - 45,African-American,0.9013146944604332
Male,25 - 45,African-American,0.9013146902427077
Male,25 - 45,Other,0.9013146835560376
Male,Greater than 45,Caucasian,0.9013146779353362
Male,25 - 45,Caucasian,0.9013146699048837
Male,25 - 45,Caucasian,0.9013146267272909
Male,25 - 45,African-American,0.9013146214325091
Male,25 - 45,African-American,0.9013145783773093
Male,Greater than 45,Caucasian,0.9013145757802322
Female,Greater than 45,Caucasian,0.9013145490302633
Male,25 - 45,African-American,0.9013145177105264
Male,Greater than 45,African-American,0.9013145022052268
Male,Greater than 45,Caucasian,0.9013144917977438
Female,25 - 45,African-American,0.9013144844256835
Male,Greater than 45,Hispanic,0.901314475111318
Male,Greater than 45,African-American,0.9013144592336039
Male,Greater than 45,Hispanic,0.9013144482988868
Male,Greater than 45,Hispanic,0.901314418616537
Male,Greater than 45,African-American,0.9013143870811525
Male,25 - 45,African-American,0.9013143685603384
Male,Greater than 45,Caucasian,0.9013143432527756
Female,Greater than 45,African-American,0.9013143367480665
Male,Greater than 45,Caucasian,0.9013143329358967
Male,Greater than 45,African-American,0.901314297084709
Male,Greater than 45,African-American,0.9013142628871487
Female,Greater than 45,African-American,0.9013142578789004
Male,25 - 45,Caucasian,0.9013142214582579
Male,Greater than 45,Hispanic,0.9013142100253252
Male,25 - 45,African-American,0.9013141662929912
Male,25 - 45,Hispanic,0.901314128916122
Male,25 - 45,Other,0.9013141257031329
Male,Greater than 45,Caucasian,0.901314114030267
Male,25 - 45,Hispanic,0.9013141099364361
Male,Greater than 45,African-American,0.9013140942204942
Male,Greater than 45,Caucasian,0.9013139861422151
Female,25 - 45,Caucasian,0.9013138777710363
Male,Greater than 45,Caucasian,0.9013138640906491
Male,25 - 45,Caucasian,0.9013138593527196
Male,25 - 45,Hispanic,0.901313840432043
Male,Greater than 45,Caucasian,0.9013137536249289
Male,25 - 45,African-American,0.901313700214366
Male,Greater than 45,Hispanic,0.9013133522654625
Female,Greater than 45,Caucasian,0.8947397088741492
Male,Greater than 45,Other,0.8947393652415164
Male,Greater than 45,African-American,0.8947390773901588
Male,Greater than 45,African-American,0.8947389081791778
Male,25 - 45,Hispanic,0.8947388227931244
Male,Greater than 45,Caucasian,0.8947387861215084
Female,25 - 45,African-American,0.8947387853890866
Male,Greater than 45,Caucasian,0.894738634576417
Female,Greater than 45,African-American,0.8947384297032479
Male,Greater than 45,Caucasian,0.8947382864101937
Male,25 - 45,African-American,0.8947382580202639
Female,Greater than 45,Caucasian,0.8947382546945597
Male,25 - 45,African-American,0.8947382219402839
Male,Greater than 45,African-American,0.8947381599802214
Male,Greater than 45,Caucasian,0.8947381583224874
Male,25 - 45,Caucasian,0.8947380890758247
Male,25 - 45,Caucasian,0.8947380748566192
Male,Greater than 45,Caucasian,0.8947380479579509
Male,Greater than 45,Caucasian,0.8947380129305429
Male,Greater than 45,Caucasian,0.8947378444838849
Male,Greater than 45,Caucasian,0.8947378367715108
Male,25 - 45,Caucasian,0.8947378058011585
Male,25 - 45,Caucasian,0.8947377842042568
Male,25 - 45,Asian,0.8947377140444168
Male,Greater than 45,African-American,0.8947376785626355
Male,25 - 45,Caucasian,0.8947376058475548
Male,Greater than 45,Caucasian,0.8947375857308679
Male,25 - 45,African-American,0.8947375552740017
Male,Greater than 45,Caucasian,0.8947375052191352
Male,Greater than 45,Caucasian,0.8947375000688034
Male,Greater than 45,Caucasian,0.8947373741986564
Male,25 - 45,Other,0.8947372838204746
Male,Greater than 45,African-American,0.8947372662347871
Male,25 - 45,Caucasian,0.8947372581218562
Male,Greater than 45,Caucasian,0.8947372373356123
Female,25 - 45,Caucasian,0.8947372011505389
Male,Greater than 45,Caucasian,0.8947371827357086
Female,Greater than 45,African-American,0.8947371227065248
Female,Greater than 45,Hispanic,0.8947370717222068
